date,ADS_Index
2011:06:15,0.117992
2011:06:16,0.128406
2011:06:17,0.137888
2011:06:18,0.14644
2011:06:19,0.154065
2011:06:20,0.160866
2011:06:21,0.166846
2011:06:22,0.172005
2011:06:23,0.176346
2011:06:24,0.17987
2011:06:25,0.182577
2011:06:26,0.184469
2011:06:27,0.185195
2011:06:28,0.184755
2011:06:29,0.183149
2011:06:30,0.180376
2011:07:01,0.176436
2011:07:02,0.172701
2011:07:03,0.169169
2011:07:04,0.165518
2011:07:05,0.161747
2011:07:06,0.157854
2011:07:07,0.153839
2011:07:08,0.149701
2011:07:09,0.145437
2011:07:10,0.141047
2011:07:11,0.137502
2011:07:12,0.134801
2011:07:13,0.132942
2011:07:14,0.131927
2011:07:15,0.131753
2011:07:16,0.132421
2011:07:17,0.133932
2011:07:18,0.135358
2011:07:19,0.136701
2011:07:20,0.137959
2011:07:21,0.139134
2011:07:22,0.140226
2011:07:23,0.141235
2011:07:24,0.142162
2011:07:25,0.143176
2011:07:26,0.144276
2011:07:27,0.145464
2011:07:28,0.146739
2011:07:29,0.148102
2011:07:30,0.149553
2011:07:31,0.151093
2011:08:01,0.152896
2011:08:02,0.153799
2011:08:03,0.153801
2011:08:04,0.152903
2011:08:05,0.151105
2011:08:06,0.148405
2011:08:07,0.144804
2011:08:08,0.14052
2011:08:09,0.135553
2011:08:10,0.1299
2011:08:11,0.12356
2011:08:12,0.116532
2011:08:13,0.108812
2011:08:14,0.100399
2011:08:15,0.0913781
2011:08:16,0.0817466
2011:08:17,0.0715017
2011:08:18,0.0606401
2011:08:19,0.0491586
2011:08:20,0.0370538
2011:08:21,0.024322
2011:08:22,0.0104163
2011:08:23,-0.00466749
2011:08:24,-0.0209339
2011:08:25,-0.0383878
2011:08:26,-0.0570345
2011:08:27,-0.0768797
2011:08:28,-0.0979293
2011:08:29,-0.119721
2011:08:30,-0.142262
2011:08:31,-0.165558
2011:09:01,-0.189618
2011:09:02,-0.2116
2011:09:03,-0.231511
2011:09:04,-0.249358
2011:09:05,-0.264705
2011:09:06,-0.277555
2011:09:07,-0.287914
2011:09:08,-0.295783
2011:09:09,-0.301166
2011:09:10,-0.304064
2011:09:11,-0.304478
2011:09:12,-0.303377
2011:09:13,-0.300763
2011:09:14,-0.296633
2011:09:15,-0.290987
2011:09:16,-0.283822
2011:09:17,-0.275138
2011:09:18,-0.26493
2011:09:19,-0.253602
2011:09:20,-0.24115
2011:09:21,-0.227571
2011:09:22,-0.212859
2011:09:23,-0.197012
2011:09:24,-0.180023
2011:09:25,-0.161888
2011:09:26,-0.141933
2011:09:27,-0.12015
2011:09:28,-0.0965344
2011:09:29,-0.071078
2011:09:30,-0.0437733
2011:10:01,-0.0146122
2011:10:02,0.0129023
2011:10:03,0.0390691
2011:10:04,0.0638961
2011:10:05,0.0873907
2011:10:06,0.10956
2011:10:07,0.130411
2011:10:08,0.14995
2011:10:09,0.168182
2011:10:10,0.184237
2011:10:11,0.198118
2011:10:12,0.20983
2011:10:13,0.219378
2011:10:14,0.226762
2011:10:15,0.231987
2011:10:16,0.235052
2011:10:17,0.236978
2011:10:18,0.237763
2011:10:19,0.237409
2011:10:20,0.235915
2011:10:21,0.233281
2011:10:22,0.229506
2011:10:23,0.224589
2011:10:24,0.217994
2011:10:25,0.209721
2011:10:26,0.199766
2011:10:27,0.188127
2011:10:28,0.174799
2011:10:29,0.15978
2011:10:30,0.143063
2011:10:31,0.124492
2011:11:01,0.104058
2011:11:02,0.0849085
2011:11:03,0.0670361
2011:11:04,0.0504358
2011:11:05,0.0351026
2011:11:06,0.0210318
2011:11:07,0.00810736
2011:11:08,-0.00367458
2011:11:09,-0.0143176
2011:11:10,-0.0238249
2011:11:11,-0.0321994
2011:11:12,-0.0394436
2011:11:13,-0.0455597
2011:11:14,-0.0500722
2011:11:15,-0.0529823
2011:11:16,-0.0542911
2011:11:17,-0.0539989
2011:11:18,-0.0521056
2011:11:19,-0.0486107
2011:11:20,-0.043513
2011:11:21,-0.036354
2011:11:22,-0.0271313
2011:11:23,-0.0158423
2011:11:24,-0.00248354
2011:11:25,0.012949
2011:11:26,0.0304601
2011:11:27,0.0500549
2011:11:28,0.0707828
2011:11:29,0.0926501
2011:11:30,0.115663
2011:12:01,0.13983
2011:12:02,0.163091
2011:12:03,0.185455
2011:12:04,0.206928
2011:12:05,0.227117
2011:12:06,0.246027
2011:12:07,0.263664
2011:12:08,0.280035
2011:12:09,0.295142
2011:12:10,0.308992
2011:12:11,0.321589
2011:12:12,0.333776
2011:12:13,0.345557
2011:12:14,0.356935
2011:12:15,0.367915
2011:12:16,0.378499
2011:12:17,0.388691
2011:12:18,0.398493
2011:12:19,0.408728
2011:12:20,0.419398
2011:12:21,0.430506
2011:12:22,0.442057
2011:12:23,0.454053
2011:12:24,0.466497
2011:12:25,0.479395
2011:12:26,0.491525
2011:12:27,0.502891
2011:12:28,0.513496
2011:12:29,0.523345
2011:12:30,0.532439
2011:12:31,0.540782
2012:01:01,0.548376
2012:01:02,0.555999
2012:01:03,0.563653
2012:01:04,0.57134
2012:01:05,0.579063
2012:01:06,0.586824
2012:01:07,0.594625
2012:01:08,0.602469
2012:01:09,0.608631
2012:01:10,0.613112
2012:01:11,0.615914
2012:01:12,0.617037
2012:01:13,0.616482
2012:01:14,0.614249
2012:01:15,0.610337
2012:01:16,0.606419
2012:01:17,0.602493
2012:01:18,0.598559
2012:01:19,0.594615
2012:01:20,0.59066
2012:01:21,0.586693
2012:01:22,0.582712
2012:01:23,0.577697
2012:01:24,0.571647
2012:01:25,0.56456
2012:01:26,0.556433
2012:01:27,0.547263
2012:01:28,0.53705
2012:01:29,0.525788
2012:01:30,0.513678
2012:01:31,0.500717
2012:02:01,0.486899
2012:02:02,0.472667
2012:02:03,0.458016
2012:02:04,0.442942
2012:02:05,0.42744
2012:02:06,0.411351
2012:02:07,0.394671
2012:02:08,0.377395
2012:02:09,0.359517
2012:02:10,0.341032
2012:02:11,0.321935
2012:02:12,0.302219
2012:02:13,0.282077
2012:02:14,0.261502
2012:02:15,0.240489
2012:02:16,0.219032
2012:02:17,0.197122
2012:02:18,0.174755
2012:02:19,0.151924
2012:02:20,0.128958
2012:02:21,0.10585
2012:02:22,0.0825945
2012:02:23,0.0591834
2012:02:24,0.0356098
2012:02:25,0.0118667
2012:02:26,-0.0120532
2012:02:27,-0.0359897
2012:02:28,-0.0599502
2012:02:29,-0.083942
2012:03:01,-0.107972
2012:03:02,-0.130104
2012:03:03,-0.150344
2012:03:04,-0.168699
2012:03:05,-0.185895
2012:03:06,-0.201939
2012:03:07,-0.216836
2012:03:08,-0.230589
2012:03:09,-0.243202
2012:03:10,-0.254681
2012:03:11,-0.265027
2012:03:12,-0.274038
2012:03:13,-0.281714
2012:03:14,-0.288059
2012:03:15,-0.293074
2012:03:16,-0.296761
2012:03:17,-0.299122
2012:03:18,-0.300156
2012:03:19,-0.300047
2012:03:20,-0.298794
2012:03:21,-0.296397
2012:03:22,-0.292855
2012:03:23,-0.288167
2012:03:24,-0.282332
2012:03:25,-0.275348
2012:03:26,-0.267214
2012:03:27,-0.257927
2012:03:28,-0.247484
2012:03:29,-0.235882
2012:03:30,-0.223117
2012:03:31,-0.209187
2012:04:01,-0.194086
2012:04:02,-0.178706
2012:04:03,-0.163044
2012:04:04,-0.147095
2012:04:05,-0.130853
2012:04:06,-0.114314
2012:04:07,-0.0974724
2012:04:08,-0.0803236
2012:04:09,-0.0643828
2012:04:10,-0.0496451
2012:04:11,-0.036106
2012:04:12,-0.0237615
2012:04:13,-0.0126078
2012:04:14,-0.00264157
2012:04:15,0.00614018
2012:04:16,0.0142797
2012:04:17,0.0217794
2012:04:18,0.0286415
2012:04:19,0.0348682
2012:04:20,0.0404613
2012:04:21,0.0454225
2012:04:22,0.0497533
2012:04:23,0.052522
2012:04:24,0.0537296
2012:04:25,0.0533762
2012:04:26,0.0514619
2012:04:27,0.047986
2012:04:28,0.0429476
2012:04:29,0.036345
2012:04:30,0.0288704
2012:05:01,0.0205215
2012:05:02,0.0121027
2012:05:03,0.00361141
2012:05:04,-0.0049549
2012:05:05,-0.0135988
2012:05:06,-0.022323
2012:05:07,-0.0313612
2012:05:08,-0.0407164
2012:05:09,-0.0503913
2012:05:10,-0.0603888
2012:05:11,-0.0707119
2012:05:12,-0.0813638
2012:05:13,-0.0923476
2012:05:14,-0.103412
2012:05:15,-0.11456
2012:05:16,-0.125795
2012:05:17,-0.137121
2012:05:18,-0.14854
2012:05:19,-0.160057
2012:05:20,-0.171675
2012:05:21,-0.183045
2012:05:22,-0.19417
2012:05:23,-0.205054
2012:05:24,-0.215699
2012:05:25,-0.22611
2012:05:26,-0.236289
2012:05:27,-0.24624
2012:05:28,-0.25659
2012:05:29,-0.267343
2012:05:30,-0.278502
2012:05:31,-0.29007
2012:06:01,-0.302051
2012:06:02,-0.313596
2012:06:03,-0.324708
2012:06:04,-0.334956
2012:06:05,-0.344343
2012:06:06,-0.352871
2012:06:07,-0.360543
2012:06:08,-0.367362
2012:06:09,-0.373329
2012:06:10,-0.378447
2012:06:11,-0.382938
2012:06:12,-0.386803
2012:06:13,-0.390045
2012:06:14,-0.392663
2012:06:15,-0.394658
2012:06:16,-0.396032
2012:06:17,-0.396784
2012:06:18,-0.397139
2012:06:19,-0.397098
2012:06:20,-0.396659
2012:06:21,-0.395824
2012:06:22,-0.394591
2012:06:23,-0.392961
2012:06:24,-0.390933
2012:06:25,-0.388689
2012:06:26,-0.38623
2012:06:27,-0.383555
2012:06:28,-0.380662
2012:06:29,-0.377551
2012:06:30,-0.37422
2012:07:01,-0.37067
2012:07:02,-0.368113
2012:07:03,-0.366549
2012:07:04,-0.365976
2012:07:05,-0.366396
2012:07:06,-0.367808
2012:07:07,-0.370213
2012:07:08,-0.373611
2012:07:09,-0.376133
2012:07:10,-0.377779
2012:07:11,-0.37855
2012:07:12,-0.378446
2012:07:13,-0.377468
2012:07:14,-0.375615
2012:07:15,-0.372885
2012:07:16,-0.371577
2012:07:17,-0.371688
2012:07:18,-0.373218
2012:07:19,-0.37617
2012:07:20,-0.380542
2012:07:21,-0.386337
2012:07:22,-0.393556
2012:07:23,-0.401068
2012:07:24,-0.408875
2012:07:25,-0.41698
2012:07:26,-0.425384
2012:07:27,-0.434091
2012:07:28,-0.443103
2012:07:29,-0.452422
2012:07:30,-0.46228
2012:07:31,-0.472679
2012:08:01,-0.483621
2012:08:02,-0.493934
2012:08:03,-0.50362
2012:08:04,-0.512681
2012:08:05,-0.521122
2012:08:06,-0.528997
2012:08:07,-0.536309
2012:08:08,-0.543061
2012:08:09,-0.549254
2012:08:10,-0.554891
2012:08:11,-0.559972
2012:08:12,-0.5645
2012:08:13,-0.568078
2012:08:14,-0.570707
2012:08:15,-0.572387
2012:08:16,-0.57312
2012:08:17,-0.572905
2012:08:18,-0.571741
2012:08:19,-0.56963
2012:08:20,-0.566829
2012:08:21,-0.563337
2012:08:22,-0.559152
2012:08:23,-0.554275
2012:08:24,-0.548702
2012:08:25,-0.542434
2012:08:26,-0.535466
2012:08:27,-0.528106
2012:08:28,-0.520351
2012:08:29,-0.512198
2012:08:30,-0.503645
2012:08:31,-0.49469
2012:09:01,-0.485329
2012:09:02,-0.47654
2012:09:03,-0.467062
2012:09:04,-0.45689
2012:09:05,-0.446023
2012:09:06,-0.434458
2012:09:07,-0.422189
2012:09:08,-0.409215
2012:09:09,-0.39553
2012:09:10,-0.382124
2012:09:11,-0.368993
2012:09:12,-0.356133
2012:09:13,-0.34354
2012:09:14,-0.33121
2012:09:15,-0.319139
2012:09:16,-0.307324
2012:09:17,-0.296382
2012:09:18,-0.28631
2012:09:19,-0.277105
2012:09:20,-0.268764
2012:09:21,-0.261284
2012:09:22,-0.254663
2012:09:23,-0.248899
2012:09:24,-0.243376
2012:09:25,-0.238093
2012:09:26,-0.233046
2012:09:27,-0.228236
2012:09:28,-0.22366
2012:09:29,-0.219318
2012:09:30,-0.215207
2012:10:01,-0.212449
2012:10:02,-0.210246
2012:10:03,-0.208597
2012:10:04,-0.207502
2012:10:05,-0.20696
2012:10:06,-0.206972
2012:10:07,-0.207536
2012:10:08,-0.2059
2012:10:09,-0.202063
2012:10:10,-0.196023
2012:10:11,-0.18778
2012:10:12,-0.17733
2012:10:13,-0.16467
2012:10:14,-0.149796
2012:10:15,-0.134803
2012:10:16,-0.119684
2012:10:17,-0.104437
2012:10:18,-0.0890554
2012:10:19,-0.0735355
2012:10:20,-0.0578723
2012:10:21,-0.0420612
2012:10:22,-0.0260098
2012:10:23,-0.00971314
2012:10:24,0.00683358
2012:10:25,0.0236354
2012:10:26,0.0406974
2012:10:27,0.0580247
2012:10:28,0.0756226
2012:10:29,0.0939931
2012:10:30,0.113142
2012:10:31,0.133074
2012:11:01,0.153797
2012:11:02,0.173608
2012:11:03,0.192514
2012:11:04,0.21052
2012:11:05,0.231248
2012:11:06,0.254705
2012:11:07,0.280898
2012:11:08,0.309834
2012:11:09,0.341522
2012:11:10,0.375972
2012:11:11,0.413195
2012:11:12,0.447899
2012:11:13,0.480095
2012:11:14,0.509793
2012:11:15,0.537002
2012:11:16,0.56173
2012:11:17,0.583984
2012:11:18,0.603772
2012:11:19,0.622051
2012:11:20,0.638829
2012:11:21,0.654109
2012:11:22,0.667897
2012:11:23,0.680196
2012:11:24,0.691011
2012:11:25,0.700344
2012:11:26,0.708407
2012:11:27,0.715203
2012:11:28,0.720734
2012:11:29,0.725
2012:11:30,0.728005
2012:12:01,0.729748
2012:12:02,0.7293
2012:12:03,0.725651
2012:12:04,0.718802
2012:12:05,0.708749
2012:12:06,0.69549
2012:12:07,0.67902
2012:12:08,0.659335
2012:12:09,0.63643
2012:12:10,0.612523
2012:12:11,0.587608
2012:12:12,0.561677
2012:12:13,0.534723
2012:12:14,0.506737
2012:12:15,0.477711
2012:12:16,0.447636
2012:12:17,0.416048
2012:12:18,0.382938
2012:12:19,0.348296
2012:12:20,0.312111
2012:12:21,0.274373
2012:12:22,0.235069
2012:12:23,0.194189
2012:12:24,0.151422
2012:12:25,0.106754
2012:12:26,0.0601733
2012:12:27,0.0116649
2012:12:28,-0.0387856
2012:12:29,-0.0911936
2012:12:30,-0.145575
2012:12:31,-0.201946
2013:01:01,-0.260326
2013:01:02,-0.315252
2013:01:03,-0.366742
2013:01:04,-0.414812
2013:01:05,-0.459475
2013:01:06,-0.500745
2013:01:07,-0.53957
2013:01:08,-0.575961
2013:01:09,-0.60993
2013:01:10,-0.641486
2013:01:11,-0.670639
2013:01:12,-0.697397
2013:01:13,-0.72177
2013:01:14,-0.743181
2013:01:15,-0.761637
2013:01:16,-0.777144
2013:01:17,-0.789706
2013:01:18,-0.799327
2013:01:19,-0.80601
2013:01:20,-0.809757
2013:01:21,-0.809139
2013:01:22,-0.804156
2013:01:23,-0.794807
2013:01:24,-0.781089
2013:01:25,-0.762998
2013:01:26,-0.740527
2013:01:27,-0.713671
2013:01:28,-0.683801
2013:01:29,-0.650908
2013:01:30,-0.614982
2013:01:31,-0.576013
2013:02:01,-0.533987
2013:02:02,-0.49376
2013:02:03,-0.455319
2013:02:04,-0.419032
2013:02:05,-0.384888
2013:02:06,-0.352877
2013:02:07,-0.32299
2013:02:08,-0.295216
2013:02:09,-0.269548
2013:02:10,-0.245979
2013:02:11,-0.223193
2013:02:12,-0.201185
2013:02:13,-0.179948
2013:02:14,-0.159475
2013:02:15,-0.13976
2013:02:16,-0.120797
2013:02:17,-0.102581
2013:02:18,-0.0866441
2013:02:19,-0.072982
2013:02:20,-0.0615903
2013:02:21,-0.0524657
2013:02:22,-0.0456054
2013:02:23,-0.0410074
2013:02:24,-0.0386702
2013:02:25,-0.0378083
2013:02:26,-0.0384214
2013:02:27,-0.0405096
2013:02:28,-0.0440738
2013:03:01,-0.0491148
2013:03:02,-0.0544684
2013:03:03,-0.0601363
2013:03:04,-0.0659025
2013:03:05,-0.0717686
2013:03:06,-0.0777366
2013:03:07,-0.0838081
2013:03:08,-0.089985
2013:03:09,-0.0962692
2013:03:10,-0.102663
2013:03:11,-0.109304
2013:03:12,-0.116194
2013:03:13,-0.123337
2013:03:14,-0.130733
2013:03:15,-0.138386
2013:03:16,-0.146296
2013:03:17,-0.154468
2013:03:18,-0.162235
2013:03:19,-0.169601
2013:03:20,-0.176566
2013:03:21,-0.183133
2013:03:22,-0.189305
2013:03:23,-0.195083
2013:03:24,-0.200468
2013:03:25,-0.205358
2013:03:26,-0.209752
2013:03:27,-0.213654
2013:03:28,-0.217063
2013:03:29,-0.219981
2013:03:30,-0.222409
2013:03:31,-0.224347
2013:04:01,-0.227259
2013:04:02,-0.229985
2013:04:03,-0.232526
2013:04:04,-0.234883
2013:04:05,-0.237056
2013:04:06,-0.239046
2013:04:07,-0.240854
2013:04:08,-0.241919
2013:04:09,-0.24224
2013:04:10,-0.241819
2013:04:11,-0.240654
2013:04:12,-0.238746
2013:04:13,-0.236093
2013:04:14,-0.232696
2013:04:15,-0.229004
2013:04:16,-0.225016
2013:04:17,-0.220731
2013:04:18,-0.216147
2013:04:19,-0.211264
2013:04:20,-0.206079
2013:04:21,-0.200591
2013:04:22,-0.194767
2013:04:23,-0.188604
2013:04:24,-0.182101
2013:04:25,-0.175255
2013:04:26,-0.168065
2013:04:27,-0.160529
2013:04:28,-0.152643
2013:04:29,-0.143697
2013:04:30,-0.133686
2013:05:01,-0.122607
2013:05:02,-0.112278
2013:05:03,-0.102695
2013:05:04,-0.0938547
2013:05:05,-0.0857548
2013:05:06,-0.0774355
2013:05:07,-0.0688943
2013:05:08,-0.0601285
2013:05:09,-0.0511356
2013:05:10,-0.0419128
2013:05:11,-0.0324573
2013:05:12,-0.0227663
2013:05:13,-0.0146843
2013:05:14,-0.00820873
2013:05:15,-0.00333773
2013:05:16,-6.98034E-05
2013:05:17,0.00159603
2013:05:18,0.00166028
2013:05:19,0.000122956
2013:05:20,-0.00182592
2013:05:21,-0.00418693
2013:05:22,-0.00696079
2013:05:23,-0.0101483
2013:05:24,-0.0137506
2013:05:25,-0.0177685
2013:05:26,-0.0222034
2013:05:27,-0.0278119
2013:05:28,-0.0345956
2013:05:29,-0.0425566
2013:05:30,-0.0516974
2013:05:31,-0.0620206
2013:06:01,-0.0735294
2013:06:02,-0.0852683
2013:06:03,-0.0973502
2013:06:04,-0.109779
2013:06:05,-0.122557
2013:06:06,-0.13569
2013:06:07,-0.149181
2013:06:08,-0.163034
2013:06:09,-0.177254
2013:06:10,-0.190744
2013:06:11,-0.203509
2013:06:12,-0.215552
2013:06:13,-0.226877
2013:06:14,-0.237488
2013:06:15,-0.247387
2013:06:16,-0.256578
2013:06:17,-0.26604
2013:06:18,-0.275776
2013:06:19,-0.285788
2013:06:20,-0.296079
2013:06:21,-0.306654
2013:06:22,-0.317514
2013:06:23,-0.328663
2013:06:24,-0.340168
2013:06:25,-0.352032
2013:06:26,-0.364258
2013:06:27,-0.376851
2013:06:28,-0.389813
2013:06:29,-0.40315
2013:06:30,-0.416864
2013:07:01,-0.430172
2013:07:02,-0.441666
2013:07:03,-0.451352
2013:07:04,-0.459232
2013:07:05,-0.465308
2013:07:06,-0.469582
2013:07:07,-0.472055
2013:07:08,-0.473526
2013:07:09,-0.473995
2013:07:10,-0.473461
2013:07:11,-0.471925
2013:07:12,-0.469387
2013:07:13,-0.465845
2013:07:14,-0.461298
2013:07:15,-0.454941
2013:07:16,-0.446772
2013:07:17,-0.436788
2013:07:18,-0.424987
2013:07:19,-0.411364
2013:07:20,-0.395915
2013:07:21,-0.378636
2013:07:22,-0.360932
2013:07:23,-0.342797
2013:07:24,-0.324226
2013:07:25,-0.305212
2013:07:26,-0.285751
2013:07:27,-0.265836
2013:07:28,-0.245462
2013:07:29,-0.223462
2013:07:30,-0.199831
2013:07:31,-0.174561
2013:08:01,-0.147645
2013:08:02,-0.121297
2013:08:03,-0.0955098
2013:08:04,-0.0702752
2013:08:05,-0.046322
2013:08:06,-0.0236429
2013:08:07,-0.00223118
2013:08:08,0.0179197
2013:08:09,0.0368158
2013:08:10,0.0544628
2013:08:11,0.0708661
2013:08:12,0.0871536
2013:08:13,0.10333
2013:08:14,0.119401
2013:08:15,0.135371
2013:08:16,0.151245
2013:08:17,0.167027
2013:08:18,0.182722
2013:08:19,0.197602
2013:08:20,0.211671
2013:08:21,0.224933
2013:08:22,0.237393
2013:08:23,0.249054
2013:08:24,0.259919
2013:08:25,0.269992
2013:08:26,0.278965
2013:08:27,0.28684
2013:08:28,0.293619
2013:08:29,0.299305
2013:08:30,0.303899
2013:08:31,0.307402
2013:09:01,0.309816
2013:09:02,0.310466
2013:09:03,0.309351
2013:09:04,0.30647
2013:09:05,0.301824
2013:09:06,0.29541
2013:09:07,0.287227
2013:09:08,0.277273
2013:09:09,0.26766
2013:09:10,0.258388
2013:09:11,0.249452
2013:09:12,0.24085
2013:09:13,0.232579
2013:09:14,0.224637
2013:09:15,0.217022
2013:09:16,0.208316
2013:09:17,0.198516
2013:09:18,0.187619
2013:09:19,0.175622
2013:09:20,0.162521
2013:09:21,0.148313
2013:09:22,0.132993
2013:09:23,0.11716
2013:09:24,0.10081
2013:09:25,0.0839388
2013:09:26,0.0665401
2013:09:27,0.0486091
2013:09:28,0.0301402
2013:09:29,0.011128
2013:09:30,-0.00646274
2013:10:01,-0.0226374
2013:10:02,-0.0356953
2013:10:03,-0.0456403
2013:10:04,-0.0524753
2013:10:05,-0.0562026
2013:10:06,-0.0568231
2013:10:07,-0.0564759
2013:10:08,-0.055161
2013:10:09,-0.052878
2013:10:10,-0.049626
2013:10:11,-0.0454043
2013:10:12,-0.0402114
2013:10:13,-0.0340459
2013:10:14,-0.0276653
2013:10:15,-0.0210677
2013:10:16,-0.0142512
2013:10:17,-0.00721372
2013:10:18,4.69141E-05
2013:10:19,0.00753288
2013:10:20,0.0152464
2013:10:21,0.0237586
2013:10:22,0.0330719
2013:10:23,0.0431892
2013:10:24,0.0541135
2013:10:25,0.0658481
2013:10:26,0.0783967
2013:10:27,0.0917628
2013:10:28,0.105912
2013:10:29,0.120848
2013:10:30,0.136577
2013:10:31,0.153102
2013:11:01,0.170428
2013:11:02,0.186409
2013:11:03,0.20105
2013:11:04,0.214496
2013:11:05,0.22675
2013:11:06,0.237817
2013:11:07,0.247699
2013:11:08,0.2564
2013:11:09,0.263922
2013:11:10,0.270268
2013:11:11,0.275127
2013:11:12,0.2785
2013:11:13,0.28039
2013:11:14,0.280796
2013:11:15,0.279719
2013:11:16,0.277158
2013:11:17,0.273112
2013:11:18,0.267295
2013:11:19,0.259704
2013:11:20,0.250338
2013:11:21,0.239193
2013:11:22,0.226267
2013:11:23,0.211555
2013:11:24,0.195053
2013:11:25,0.177215
2013:11:26,0.158038
2013:11:27,0.137514
2013:11:28,0.115638
2013:11:29,0.0924023
2013:11:30,0.067801
2013:12:01,0.0418263
2013:12:02,0.0177211
2013:12:03,-0.00452173
2013:12:04,-0.024909
2013:12:05,-0.0434468
2013:12:06,-0.0601408
2013:12:07,-0.0749959
2013:12:08,-0.0880167
2013:12:09,-0.100602
2013:12:10,-0.112754
2013:12:11,-0.124478
2013:12:12,-0.135777
2013:12:13,-0.146655
2013:12:14,-0.157114
2013:12:15,-0.167158
2013:12:16,-0.178584
2013:12:17,-0.191398
2013:12:18,-0.205602
2013:12:19,-0.2212
2013:12:20,-0.238197
2013:12:21,-0.256599
2013:12:22,-0.276412
2013:12:23,-0.296438
2013:12:24,-0.316684
2013:12:25,-0.337157
2013:12:26,-0.357863
2013:12:27,-0.378807
2013:12:28,-0.399997
2013:12:29,-0.421438
2013:12:30,-0.443518
2013:12:31,-0.466245
2014:01:01,-0.489623
2014:01:02,-0.51154
2014:01:03,-0.532002
2014:01:04,-0.551015
2014:01:05,-0.568584
2014:01:06,-0.584474
2014:01:07,-0.59869
2014:01:08,-0.611236
2014:01:09,-0.622115
2014:01:10,-0.631332
2014:01:11,-0.638888
2014:01:12,-0.644786
2014:01:13,-0.648454
2014:01:14,-0.649893
2014:01:15,-0.649102
2014:01:16,-0.646083
2014:01:17,-0.640833
2014:01:18,-0.633351
2014:01:19,-0.623636
2014:01:20,-0.611483
2014:01:21,-0.596889
2014:01:22,-0.579849
2014:01:23,-0.560358
2014:01:24,-0.538411
2014:01:25,-0.514
2014:01:26,-0.487119
2014:01:27,-0.458707
2014:01:28,-0.428757
2014:01:29,-0.397258
2014:01:30,-0.364203
2014:01:31,-0.32958
2014:02:01,-0.293379
2014:02:02,-0.258392
2014:02:03,-0.223917
2014:02:04,-0.189943
2014:02:05,-0.15646
2014:02:06,-0.123458
2014:02:07,-0.0909274
2014:02:08,-0.0588576
2014:02:09,-0.0272392
2014:02:10,0.00347824
2014:02:11,0.0333041
2014:02:12,0.0622474
2014:02:13,0.0903169
2014:02:14,0.117521
2014:02:15,0.143868
2014:02:16,0.169366
2014:02:17,0.194667
2014:02:18,0.219781
2014:02:19,0.244714
2014:02:20,0.269473
2014:02:21,0.294068
2014:02:22,0.318503
2014:02:23,0.342788
2014:02:24,0.365568
2014:02:25,0.386851
2014:02:26,0.406641
2014:02:27,0.424946
2014:02:28,0.441771
2014:03:01,0.457122
2014:03:02,0.470492
2014:03:03,0.482992
2014:03:04,0.494627
2014:03:05,0.505399
2014:03:06,0.515312
2014:03:07,0.524369
2014:03:08,0.532573
2014:03:09,0.539926
2014:03:10,0.546261
2014:03:11,0.55158
2014:03:12,0.555884
2014:03:13,0.559176
2014:03:14,0.561454
2014:03:15,0.562722
2014:03:16,0.562978
2014:03:17,0.561906
2014:03:18,0.559508
2014:03:19,0.555781
2014:03:20,0.550724
2014:03:21,0.544337
2014:03:22,0.536617
2014:03:23,0.527562
2014:03:24,0.518275
2014:03:25,0.508753
2014:03:26,0.498994
2014:03:27,0.488994
2014:03:28,0.478751
2014:03:29,0.468261
2014:03:30,0.457522
2014:03:31,0.444924
2014:04:01,0.430463
2014:04:02,0.415674
2014:04:03,0.400552
2014:04:04,0.385092
2014:04:05,0.36929
2014:04:06,0.353141
2014:04:07,0.33732
2014:04:08,0.321823
2014:04:09,0.306644
2014:04:10,0.291779
2014:04:11,0.277223
2014:04:12,0.262973
2014:04:13,0.249024
2014:04:14,0.236344
2014:04:15,0.224931
2014:04:16,0.214782
2014:04:17,0.205892
2014:04:18,0.198259
2014:04:19,0.191881
2014:04:20,0.186756
2014:04:21,0.182858
2014:04:22,0.180188
2014:04:23,0.178742
2014:04:24,0.178523
2014:04:25,0.179528
2014:04:26,0.181759
2014:04:27,0.185216
2014:04:28,0.188217
2014:04:29,0.190765
2014:04:30,0.192859
2014:05:01,0.1945
2014:05:02,0.195544
2014:05:03,0.195993
2014:05:04,0.195845
2014:05:05,0.194983
2014:05:06,0.193408
2014:05:07,0.191119
2014:05:08,0.188115
2014:05:09,0.184395
2014:05:10,0.179958
2014:05:11,0.174803
2014:05:12,0.170828
2014:05:13,0.168033
2014:05:14,0.166416
2014:05:15,0.165978
2014:05:16,0.166718
2014:05:17,0.168635
2014:05:18,0.171732
2014:05:19,0.17424
2014:05:20,0.176159
2014:05:21,0.177491
2014:05:22,0.178236
2014:05:23,0.178393
2014:05:24,0.177964
2014:05:25,0.176948
2014:05:26,0.176487
2014:05:27,0.176583
2014:05:28,0.177234
2014:05:29,0.178441
2014:05:30,0.180205
2014:05:31,0.182525
2014:06:01,0.185403
2014:06:02,0.188412
2014:06:03,0.191554
2014:06:04,0.19483
2014:06:05,0.198239
2014:06:06,0.201785
2014:06:07,0.205466
2014:06:08,0.209286
2014:06:09,0.212894
2014:06:10,0.216292
2014:06:11,0.219482
2014:06:12,0.222463
2014:06:13,0.225238
2014:06:14,0.227806
2014:06:15,0.230168
2014:06:16,0.232504
2014:06:17,0.234814
2014:06:18,0.237099
